"activity_at_age_19_appprenticeships","rgn11nm","university_flag"
12.962962962963,"East Midlands","No university"
15.2380952380952,"North West","No university"
11.1111111111111,"South West","No university"
18.4049079754601,"South East","No university"
7.31707317073171,"South East","No university"
9.87124463519313,"Yorkshire and The Humber","No university"
22,"North West","No university"
9.79667282809612,"South West","No university"
16.6666666666667,"North West","No university"
8.79249706916764,"South East","No university"
6.99300699300699,"South East","No university"
8.55513307984791,"East of England","No university"
NA,"South East","No university"
11.8881118881119,"South East","No university"
11.8343195266272,"Yorkshire and The Humber","No university"
24.5614035087719,"East Midlands","No university"
12.9213483146067,"Yorkshire and The Humber","No university"
20.7070707070707,"Yorkshire and The Humber","No university"
20.637732506643,"North East","No university"
16.3771712158809,"East of England","No university"
NA,"South East","No university"
11.228813559322,"South East","No university"
8.92535971223022,"West Midlands","University"
11.6863905325444,"East Midlands","No university"
15.7894736842105,"South East","No university"
9.09090909090909,"Yorkshire and The Humber","No university"
21.5686274509804,"East of England","No university"
21.1538461538462,"North West","No university"
12.3897353648757,"North East","University"
2.99727520435967,"South East","No university"
20.1183431952663,"North East","No university"
9.64109781843772,"North West","No university"
5.17448856799037,"East of England","No university"
30.6818181818182,"North West","No university"
11.9565217391304,"Yorkshire and The Humber","No university"
13.1147540983607,"West Midlands","No university"
4.08719346049046,"South East","University"
18.359375,"Yorkshire and The Humber","No university"
7.11462450592885,"South East","No university"
11.6094986807388,"East of England","No university"
14.3507972665148,"South East","No university"
15.819209039548,"North East","University"
22.3300970873786,"East Midlands","No university"
NA,"South East","University"
9.81165133596146,"North West","University"
7.26978998384491,"South East","University"
10.0425531914894,"East Midlands","University"
16.0535117056856,"East Midlands","No university"
13.1578947368421,"West Midlands","No university"
15.5263157894737,"South East","No university"
11.1111111111111,"North West","No university"
7.30769230769231,"South East","University"
9.33770184881816,"Yorkshire and The Humber","University"
9.55631399317406,"South East","No university"
17.9039301310044,"West Midlands","No university"
13.7931034482759,"West Midlands","No university"
14.8599269183922,"West Midlands","No university"
15.3214774281806,"North West","No university"
5.46623794212219,"North West","No university"
14.7914032869785,"South West","No university"
15.1515151515152,"Yorkshire and The Humber","No university"
NA,"East of England","No university"
14.8424543946932,"North East","No university"
14.1104294478528,"South East","No university"
18.1818181818182,"East Midlands","No university"
13.8528138528139,"North West","No university"
5.74712643678161,"East of England","No university"
13.4920634920635,"West Midlands","No university"
16.3636363636364,"East Midlands","No university"
12.8177966101695,"East Midlands","No university"
12.7710843373494,"East of England","No university"
14.3497757847534,"South West","No university"
NA,"South East","No university"
18.9138576779026,"North East","No university"
10.5374523910284,"South East","University"
11.2631578947368,"West Midlands","No university"
9.44309927360775,"South East","No university"
NA,"North West","No university"
12.695652173913,"South West","No university"
8.02547770700637,"South East","No university"
11.4503816793893,"South West","No university"
NA,"South East","No university"
17.2897196261682,"South West","No university"
13.3101851851852,"West Midlands","No university"
5.57692307692308,"South East","No university"
12.5925925925926,"North West","University"
10.966810966811,"North West","No university"
11.1111111111111,"East of England","No university"
13.8352638352638,"West Midlands","University"
14.5969498910675,"North West","No university"
8.42450765864333,"East of England","No university"
20,"North East","No university"
13.872255489022,"South West","University"
12.7672209026128,"South West","University"
14.0579710144928,"East Midlands","No university"
NA,"South East","No university"
15.0943396226415,"West Midlands","No university"
22.9007633587786,"North East","No university"
7.52895752895753,"South East","No university"
13.5770234986945,"North West","No university"
10.7904642409034,"West Midlands","No university"
7.14285714285714,"South East","No university"
8.3743842364532,"South East","No university"
11.0959836623553,"West Midlands","No university"
13.3164235890932,"East of England","University"
18.75,"Yorkshire and The Humber","No university"
8.54700854700855,"Yorkshire and The Humber","No university"
12.0277563608327,"East of England","No university"
14.4602851323829,"East Midlands","No university"
NA,"South East","No university"
9.93537964458804,"East of England","University"
18.8118811881188,"North West","No university"
12.3595505617978,"West Midlands","No university"
10.239651416122,"South East","No university"
10.6382978723404,"East of England","No university"
18.5185185185185,"South East","No university"
18.1818181818182,"East Midlands","No university"
6.03960396039604,"South East","No university"
5.76923076923077,"South East","No university"
10.1382488479263,"South East","No university"
14.4329896907216,"Yorkshire and The Humber","No university"
11.8518518518519,"East Midlands","No university"
13.3689839572193,"North West","No university"
10.0660066006601,"East Midlands","No university"
12.9783693843594,"West Midlands","No university"
8.60927152317881,"South East","No university"
8.69565217391304,"South East","University"
13.630463003029,"South East","University"
10.1568951279934,"West Midlands","University"
14.7058823529412,"South East","No university"
11.6630669546436,"South West","No university"
10.6586402266289,"East Midlands","University"
13.2894736842105,"South West","No university"
12.476370510397,"Yorkshire and The Humber","No university"
21.4285714285714,"East Midlands","No university"
11.3006396588486,"South West","No university"
14.1921397379913,"East Midlands","No university"
13.3587786259542,"West Midlands","No university"
12.9082426127527,"South West","University"
11.0632183908046,"West Midlands","University"
NA,"South East","No university"
11.3951789627465,"Yorkshire and The Humber","No university"
12.1900826446281,"North West","No university"
9.38023450586265,"Yorkshire and The Humber","University"
12.8923766816144,"East Midlands","No university"
16.6334661354582,"Yorkshire and The Humber","University"
14.6567717996289,"East Midlands","No university"
12.7579737335835,"North West","No university"
14.4444444444444,"South East","No university"
NA,"North West","No university"
12.2093023255814,"South West","No university"
13.1578947368421,"North West","No university"
7.68431983385254,"East of England","No university"
7.53424657534247,"South East","No university"
16.6134185303514,"West Midlands","No university"
17.687074829932,"North West","No university"
8.2010582010582,"South East","No university"
7.18884120171674,"South East","No university"
16.1849710982659,"North East","No university"
15.5555555555556,"East Midlands","No university"
8.22683706070288,"East of England","University"
14.3994461751471,"East Midlands","University"
10.9677419354839,"South West","No university"
NA,"South East","No university"
10.4247104247104,"South East","No university"
19.5439739413681,"North East","No university"
12.6195028680688,"East Midlands","No university"
17.1821305841924,"Yorkshire and The Humber","No university"
18.4269662921348,"North East","No university"
6.19469026548673,"East of England","No university"
9.85401459854015,"South East","No university"
8.59375,"South East","No university"
16.7567567567568,"Yorkshire and The Humber","University"
12,"North West","No university"
11.2741102961152,"West Midlands","University"
14.0747176368375,"East of England","No university"
15.1540383014155,"North West","No university"
15.7894736842105,"North West","No university"
19.1780821917808,"North East","No university"
14.3127962085308,"North East","University"
10.5769230769231,"East of England","No university"
18.0887372013652,"North East","No university"
26.027397260274,"North West","No university"
7.24174653887114,"East of England","No university"
15.8301158301158,"North West","University"
10.4218362282878,"West Midlands","No university"
12.2699386503067,"North West","No university"
16.044776119403,"North East","No university"
6.87203791469194,"South East","No university"
19.5421095666394,"South West","University"
9.23840427562512,"East Midlands","University"
14.1592920353982,"West Midlands","No university"
15.6186612576065,"North East","No university"
12.7995324371712,"Yorkshire and The Humber","University"
NA,"East of England","No university"
6.78496868475992,"East of England","University"
18.2648401826484,"North West","No university"
NA,"South East","No university"
14.5161290322581,"East Midlands","No university"
14.8809523809524,"East of England","No university"
12.9533678756477,"East Midlands","No university"
12.1758737316798,"North West","No university"
17.0305676855895,"South West","No university"
6.25,"South East","No university"
9.89010989010989,"South East","No university"
NA,"Yorkshire and The Humber","No university"
14.8846960167715,"South East","No university"
11.4942528735632,"South West","No university"
NA,"East of England","No university"
10,"North West","No university"
17.6328502415459,"North East","No university"
15.3571428571429,"North West","No university"
10.9375,"East of England","No university"
22.4137931034483,"North West","No university"
14.3364928909953,"West Midlands","No university"
8.88361045130641,"South West","No university"
5.6441717791411,"West Midlands","No university"
8.01056338028169,"South East","University"
12.0833333333333,"South East","No university"
8.81542699724518,"South East","No university"
10.9004739336493,"Yorkshire and The Humber","No university"
8.69947275922671,"East of England","No university"
NA,"North West","No university"
13.6929460580913,"East Midlands","University"
10.6833493743985,"West Midlands","University"
10.6382978723404,"East of England","No university"
10.6382978723404,"East of England","No university"
14.5723336853221,"Yorkshire and The Humber","No university"
12.0689655172414,"East of England","No university"
9.51742627345844,"South East","No university"
12.7906976744186,"South East","No university"
NA,"South East","No university"
10,"South East","No university"
16.2162162162162,"West Midlands","No university"
27.7777777777778,"South West","No university"
15,"East Midlands","No university"
12.1725990597717,"North West","University"
NA,"South West","No university"
11.3519680547633,"North West","No university"
13.4513274336283,"Yorkshire and The Humber","No university"
NA,"South West","No university"
11.2712975098296,"South East","No university"
24.5901639344262,"North West","No university"
14.6718146718147,"North East","No university"
11.284046692607,"Yorkshire and The Humber","No university"
15.3284671532847,"North East","No university"
8.95522388059701,"South East","No university"
16.3157894736842,"South East","No university"
11.4906832298137,"South East","No university"
10.8843537414966,"West Midlands","No university"
14.043583535109,"North East","No university"
9.90990990990991,"South East","No university"
11.0215053763441,"East Midlands","No university"
NA,"West Midlands","No university"
15.68,"North West","No university"
14.436248682824,"North East","No university"
5.30503978779841,"East of England","No university"
14.1176470588235,"Yorkshire and The Humber","No university"
9.80829246544806,"South East","University"
14.6579804560261,"South East","No university"
NA,"South East","No university"
10.9243697478992,"East of England","No university"
6.83760683760684,"South East","University"
9.64214711729622,"West Midlands","No university"
9.06630581867388,"North West","University"
5.95209094600081,"London",NA
7.46254575644364,"London",NA
12.2692198249167,NA,NA
11.504709395819,NA,NA
